location,total_sqft,bath,balcony,price,oda,metrekare,price_per_m2
other,1125.0,2.0,1.0,55.0,2,104.515875,526.2358469466959
Electronic City,1275.0,3.0,1.0,70.0,3,118.451325,590.9600420257013
Kothanur,1095.0,2.0,2.0,55.0,2,101.728785,540.653267410989
Sarjapur  Road,10000.0,4.0,2.0,975.0,5,929.03,1049.4817174902855
Old Madras Road,1330.0,2.0,2.0,74.0,2,123.56099,598.894521644736
Marathahalli,1135.0,2.0,2.0,60.0,2,105.444905,569.017535745326
Whitefield,516.0,1.0,1.0,39.0,1,47.937948,813.5517189847175
other,1194.0,2.0,1.0,51.0,2,110.926182,459.7652157540228
Electronic City,770.0,1.0,1.0,38.0,2,71.53531,531.2061973310803
Sarjapur  Road,3930.0,5.0,2.0,330.0,4,365.10879,903.8401951374548
Chikkalasandra,1355.0,3.0,2.0,54.2,3,125.883565,430.5566020472966
Abbigere,3000.0,8.0,0.0,150.0,8,278.709,538.1957525591208
Harlur,2569.0,4.0,1.0,175.0,4,238.667807,733.236720107794
Hebbal,3758.0,4.0,2.0,450.0,4,349.129474,1288.9201099074207
Whitefield,1116.0,2.0,3.0,51.91,2,103.679748,500.6763712427233
Bhoganhalli,1707.0,3.0,2.0,115.0,3,158.585421,725.161236605728
other,1200.0,5.0,1.0,225.0,5,111.4836,2018.2340720967031
Sultan Palaya,1070.0,2.0,2.0,49.0,2,99.40621,492.9269509419985
Tumkur Road,1240.0,2.0,1.0,83.0,3,115.19972,720.4878622968876
JP Nagar,1300.0,2.0,1.0,91.65,2,120.7739,758.8560111083603
Ambalipura,1700.0,2.0,2.0,76.0,2,157.9351,481.2103199352139
Yeshwanthpur,1383.0,2.0,2.0,76.18,3,128.484849,592.9103749812556
other,3000.0,4.0,3.0,170.0,5,278.709,609.9551862336702
Electronic City,1200.0,2.0,1.0,34.65,2,111.4836,310.80804710289226
Hulimavu,935.0,2.0,3.0,45.0,2,86.864305,518.0493874900628
Thigalarapalya,2072.0,4.0,2.0,151.0,3,192.495016,784.4358941740081
other,2200.0,3.0,1.0,225.0,4,204.3866,1100.8549484163834
Jalahalli,615.0,1.0,1.0,46.0,1,57.135345,805.1058412266523
KR Puram,1116.0,2.0,1.0,45.0,2,103.679748,434.02883270896837
Whitefield,1639.0,3.0,2.0,107.0,3,152.268017,702.7083041345446
Marathahalli,1839.0,3.0,2.0,130.0,3,170.848617,760.9075348851082
other,1300.0,2.0,2.0,63.0,2,120.7739,521.6358832496094
Horamavu Agara,625.0,1.0,1.0,27.0,1,58.064375,465.0011302110804
Thanisandra,933.0,1.0,1.0,61.0,1,86.678499,703.75007301407
Hosur Road,2289.0,3.0,3.0,180.0,3,212.654967,846.4415505516972
Ramamurthy Nagar,2316.0,3.0,0.0,125.0,3,215.16334799999998,580.9539643341114
Electronic City,1005.0,2.0,1.0,39.77,2,93.367515,425.9511458562435
Horamavu Agara,1080.0,2.0,1.0,38.0,2,100.33524,378.73034439345537
Munnekollal,1200.0,5.0,3.0,185.0,7,111.4836,1659.4369037239558
Vishwapriya Layout,910.0,2.0,3.0,36.0,2,84.54173,425.82521081600765
Hormavu,1200.0,2.0,0.0,73.0,2,111.4836,654.8048322802637
Electronic City,1110.0,2.0,1.0,39.9,2,103.12233,386.9191085965571
Kothanur,1142.0,2.0,2.0,56.0,2,106.095226,527.8277082891552
2nd Stage Nagarbhavi,4000.0,4.0,3.0,240.0,5,371.612,645.834903070945
Hormavu,1800.0,3.0,1.0,204.0,3,167.2254,1219.9103724673405
AECS Layout,1005.0,2.0,1.0,55.0,2,93.367515,589.0699779254059
other,1626.6,3.0,1.0,133.0,3,151.1160198,880.1184690810657
Kothanur,1074.0,2.0,2.0,54.0,2,99.777822,541.2024327410153
Basavangudi,1230.0,2.0,0.0,80.0,2,114.27069,700.0920358492629
Electronic City,660.0,1.0,1.0,23.0,2,61.315979999999996,375.10613057150846
other,1007.0,2.0,2.0,48.0,2,93.553321,513.076387742558
other,1050.0,6.0,1.0,74.0,4,97.54814999999999,758.5997274166656
Whitefield,1820.0,3.0,2.0,113.0,3,169.08346,668.3090114195676
other,1100.0,2.0,1.0,60.0,2,102.1933,587.1226391554045
other,1348.0,2.0,0.0,100.0,2,125.233244,798.5100186337104
Kasavanhalli,1230.0,2.0,2.0,66.25,2,114.27069,579.7637171876707
Horamavu Agara,1176.0,2.0,1.0,37.62,3,109.253928,344.3354457699681
Uttarahalli,1590.0,3.0,2.0,57.0,3,147.71577,385.8761999480489
Frazer Town,1200.0,2.0,1.0,78.0,2,111.4836,699.6544783268571
other,1298.0,2.0,1.0,65.0,2,120.588094,539.0250218234646
Hosa Road,1161.0,2.0,1.0,55.15,2,107.860383,511.30914304281674
other,1350.0,4.0,0.0,175.0,4,125.41905,1395.3223214495724
other,1200.0,5.0,2.0,138.0,5,111.4836,1237.850230885978
Kothanur,1285.0,2.0,1.0,60.0,2,119.380355,502.5952553081284
Electronic City,1644.0,3.0,2.0,92.59,3,152.732532,606.2231718911071
Kasavanhalli,1819.0,3.0,1.0,150.0,3,168.990557,887.6235611200453
1st Phase JP Nagar,1205.0,2.0,1.0,85.0,2,111.948115,759.2803148136974
Basavangudi,2350.0,3.0,3.0,300.0,3,218.32205,1374.1168150445637
Uttarahalli,1050.0,2.0,1.0,42.0,2,97.54814999999999,430.5566020472967
Raja Rajeshwari Nagar,1270.0,2.0,2.0,62.0,2,117.98681,525.4824670655983
9th Phase JP Nagar,1240.0,2.0,2.0,39.89,3,115.19972,346.26820273521497
Jigani,1221.0,3.0,3.0,70.0,3,113.434563,617.0958669801549
other,840.0,2.0,2.0,35.0,3,78.03852,448.496460465934
Kanakpura Road,1339.0,2.0,2.0,63.0,2,124.397117,506.4426050967082
Haralur Road,1315.0,2.0,1.0,85.0,2,122.167445,695.7663721296618
Raja Rajeshwari Nagar,1250.0,2.0,2.0,68.0,2,116.12875,585.5569787843234
Bisuvanahalli,850.0,2.0,1.0,27.0,2,78.96755,341.91259574344144
7th Phase JP Nagar,1600.0,2.0,2.0,110.0,3,148.6448,740.019159768791
Electronic City,1250.0,2.0,1.0,62.0,2,116.12875,533.8901865386479
other,1312.0,2.0,1.0,56.5,3,121.888736,463.537500298633
Kadugodi,3000.0,4.0,0.0,134.0,4,278.709,480.78820561948123
Electronic City Phase II,1300.0,2.0,2.0,28.0,2,120.7739,231.83817033315972
Whitefield,1990.0,3.0,3.0,98.0,3,184.87697,530.0822487516969
other,760.0,2.0,2.0,38.5,2,70.60628,545.2772756191092
Ambedkar Nagar,5000.0,4.0,2.0,536.0,4,464.515,1153.891693486755
Kadugodi,1614.0,2.0,2.0,59.0,3,149.94544199999999,393.4764485872135
Judicial Layout,1500.0,3.0,2.0,162.0,4,139.3545,1162.502825527701
other,1182.0,2.0,1.0,60.1,3,109.811346,547.3022796751803
other,1053.0,2.0,1.0,46.29,2,97.826859,473.1829323069649
6th Phase JP Nagar,750.0,1.0,1.0,105.0,1,69.67725,1506.9481071655382
Gubbalala,2000.0,3.0,3.0,125.0,3,185.806,672.744690698901
Electronic City Phase II,1940.0,4.0,3.0,116.0,3,180.23182,643.6155391428662
Hennur Road,1590.0,3.0,2.0,105.0,3,147.71577,710.824578851669
other,1035.0,2.0,2.0,52.79,2,96.154605,549.0116671999224
Kothanur,1075.0,2.0,2.0,53.0,2,99.870725,530.6860443838773
TC Palaya,900.0,2.0,0.0,55.0,2,83.6127,657.7948086833699
Raja Rajeshwari Nagar,1260.0,2.0,1.0,62.0,3,117.05778,529.6529628359602
other,1200.0,5.0,0.0,260.0,6,111.4836,2332.181594422857
Thanisandra,1702.0,3.0,2.0,107.0,3,158.120906,676.6973622071202
Bisuvanahalli,1080.0,2.0,2.0,65.0,3,100.33524,647.8282206730158
Kasavanhalli,1189.0,2.0,1.0,45.0,2,110.461667,407.3811415502176
Tumkur Road,1035.0,2.0,1.0,39.0,2,96.154605,405.596799030062
Hennur Road,1200.0,2.0,1.0,36.0,2,111.4836,322.9174515354725
Mahalakshmi Layout,4482.0,6.0,2.0,852.0,8,416.391246,2046.1525264630561
other,1200.0,3.0,0.0,200.0,3,111.4836,1793.9858418637361
Kanakpura Road,1300.0,3.0,1.0,69.0,3,120.7739,571.3154911781436
Yelahanka,1330.0,2.0,1.0,93.65,2,123.56099,757.9252966490476
Kaggalipura,1210.0,2.0,1.0,65.0,3,112.41263,578.2268415924439
Chikkalasandra,1350.0,2.0,2.0,54.2,3,125.41905,432.1512561289533
Kaval Byrasandra,1900.0,2.0,2.0,65.0,3,176.5157,368.23919911939845
Ambedkar Nagar,1935.0,4.0,2.0,125.0,3,179.767305,695.3433495595876
other,1410.0,3.0,3.0,90.0,3,130.99323,687.0584075222819
Narayanapura,1469.0,2.0,2.0,99.14,2,136.474507,726.4360368783015
Varthur,986.0,2.0,1.0,30.0,2,91.602358,327.5024863442926
other,1460.0,2.0,2.0,87.0,3,135.63838,641.4113763375823
other,1260.0,2.0,2.0,85.05,3,117.05778,726.5642659548131
Chandapura,1345.0,2.0,2.0,39.5,3,124.95453499999999,316.114977339558
Panathur,980.0,2.0,1.0,57.0,2,91.04494,626.0644468544875
Kudlu Gate,1164.0,2.0,2.0,75.0,2,108.139092,693.5512275246401
Subramanyapura,929.0,1.0,2.0,51.0,2,86.306887,590.914604532081
Kundalahalli,1065.0,2.0,1.0,70.0,2,98.941695,707.4873742561213
Budigere,1172.0,2.0,0.0,56.725,2,108.882316,520.9753253228008
other,3000.0,3.0,1.0,265.0,3,278.709,950.8124961877801
Electronic City,1020.0,2.0,1.0,30.27,2,94.76106,319.4350084306782
Gunjur,1362.0,3.0,1.0,62.63,3,126.533886,494.96622588513566
Yeshwanthpur,672.0,1.0,1.0,36.85,1,62.430816,590.253377434631
Brookefield,1746.0,3.0,3.0,115.0,3,162.208638,708.9634770251878
Electronic City,1025.0,2.0,1.0,29.6,2,95.225575,310.8408639170727
Harlur,1532.0,2.0,1.0,65.0,2,142.327396,456.6935237120477
other,1200.0,2.0,2.0,120.0,3,111.4836,1076.3915051182416
other,1250.0,2.0,2.0,65.0,2,116.12875,559.7235826614857
Thanisandra,1188.0,2.0,1.0,39.0,2,110.368764,353.3608476398268
Whitefield,3565.0,4.0,0.0,218.0,4,331.199195,658.2141602125573
Marathahalli,1170.0,2.0,2.0,85.0,2,108.69651,781.9938285047054
other,1800.0,3.0,2.0,150.0,3,167.2254,896.992920931868
other,1000.0,2.0,1.0,35.0,2,92.903,376.73702679138455
Cooke Town,2600.0,3.0,1.0,375.0,3,241.5478,1552.4877477666946
Nagarbhavi,1200.0,4.0,3.0,240.0,5,111.4836,2152.7830102364833
Kasturi Nagar,2507.0,4.0,2.0,155.0,4,232.907821,665.4993350352112
Babusapalaya,1061.0,2.0,1.0,34.0,2,98.570083,344.9322448069766
KR Puram,1290.0,2.0,2.0,69.0,2,119.84487,575.7442934353385
Sarjapur,1200.0,2.0,1.0,42.6,2,111.4836,382.1189843169758
Bharathi Nagar,1120.0,2.0,2.0,39.29,2,104.05136,377.60198425085457
Electronic City,418.0,1.0,1.0,12.0,1,38.833454,309.0119153449497
Sarjapur,1333.0,3.0,1.0,50.0,3,123.839699,403.74775135717994
Sarjapur  Road,1691.0,3.0,2.0,119.0,3,157.098973,757.4842643942682
Thanisandra,747.0,1.0,0.0,34.355,1,69.398541,495.03922568055145
Koramangala,1700.0,3.0,3.0,250.0,3,157.9351,1582.928683997414
Thanisandra,2030.0,4.0,1.0,125.0,3,188.59309,662.8026509348779
Balagere,1012.0,2.0,1.0,70.0,2,94.017836,744.5395786390999
Kudlu,1245.0,2.0,1.0,60.0,3,115.664235,518.7428940328875
7th Phase JP Nagar,1765.0,3.0,2.0,118.0,3,163.973795,719.6271818920823
Gottigere,1110.0,2.0,2.0,36.25,2,103.12233,351.52425279762394
other,967.0,2.0,1.0,47.8,2,89.837201,532.0735671628951
Sarjapur,1044.0,2.0,2.0,36.0,2,96.990732,371.1694845235316
Brookefield,1518.0,3.0,3.0,80.0,3,141.026754,567.2682503916951
KR Puram,1300.0,2.0,2.0,57.0,3,120.7739,471.95627532107517
other,1798.0,3.0,3.0,73.0,3,167.039594,437.02213500351303
KR Puram,866.28,2.0,0.0,36.38,2,80.48001083999999,452.03771247404575
Whitefield,3410.0,5.0,3.0,253.0,4,316.79923,798.6130521845017
Singasandra,1179.0,2.0,2.0,56.0,2,109.532637,511.2631406838128
Uttarahalli,1125.0,2.0,1.0,48.0,2,104.515875,459.2603755171165
other,2098.0,3.0,1.0,210.0,3,194.910494,1077.4176171345603
other,2400.0,3.0,1.0,270.0,3,222.9672,1210.9404432580218
Haralur Road,1976.0,3.0,2.0,92.0,3,183.576328,501.15393962995057
5th Phase JP Nagar,1190.0,2.0,2.0,61.8,2,110.55457,558.9999581202297
other,1800.0,3.0,3.0,192.0,3,167.2254,1148.150938792791
Jakkur,1761.0,3.0,1.0,84.52,3,163.602183,516.619023353741
Cooke Town,1700.0,3.0,3.0,120.0,3,157.9351,759.8057683187587
Ramamurthy Nagar,900.0,4.0,1.0,70.0,4,83.6127,837.1933928697434
Electronic City,1128.0,2.0,1.0,64.8,2,104.794584,618.3525667700537
other,2000.0,3.0,2.0,85.0,3,185.806,457.46638967525263
Electronic City,1220.0,2.0,1.0,35.25,3,113.34166,311.00656192965585
other,509.0,1.0,1.0,20.0,1,47.287627,422.94361694233464
Ambedkar Nagar,1852.0,4.0,2.0,122.0,3,172.056356,709.0699979720598
Varthur,1045.0,2.0,1.0,40.65,2,97.083635,418.7111452924069
other,3535.0,4.0,2.0,215.0,4,328.412105,654.6652718540932
Marathahalli,1102.0,2.0,2.0,53.67,2,102.379106,524.2280587994195
other,1800.0,3.0,2.0,82.0,4,167.2254,490.35613010942114
Hebbal Kempapura,1436.0,2.0,2.0,75.0,3,133.408708,562.182192784597
Kothanur,1140.0,2.0,2.0,56.0,2,105.90942,528.7537218124696
Balagere,645.0,1.0,1.0,55.0,1,59.922435,917.8532214186556
Nagarbhavi,1200.0,3.0,2.0,225.0,3,111.4836,2018.2340720967031
other,2050.0,3.0,2.0,135.0,3,190.45115,708.8431862973786
Sarjapur  Road,1335.0,2.0,1.0,95.0,2,124.025505,765.9714830429435
other,2100.0,1.0,1.0,200.0,2,195.09629999999999,1025.1347667792777
Hebbal,1255.0,3.0,2.0,77.68,3,116.593265,666.2477459568527
Thanisandra,1140.0,2.0,1.0,59.0,2,105.90942,557.0798140524233
Hosakerehalli,2376.0,3.0,1.0,240.0,3,220.737528,1087.2641465840825
Thanisandra,663.0,1.0,1.0,46.0,1,61.594689,746.8176355269851
other,1276.0,2.0,0.0,146.0,2,118.544228,1231.6078350099003
Kanakpura Road,1450.0,3.0,3.0,60.9,3,134.70935,452.0844321496615
Kodichikkanahalli,1400.0,3.0,3.0,66.0,3,130.0642,507.4417095557425
other,1339.0,2.0,1.0,53.56,2,124.397117,430.5566020472967
Electronic City,1220.0,2.0,1.0,35.23,3,113.34166,310.830104305866
Malleshwaram,2200.0,3.0,2.0,275.0,3,204.3866,1345.4893813978022
other,1305.0,2.0,2.0,52.0,2,121.238415,428.9069598938587
Green Glen Layout,1740.0,3.0,3.0,80.0,3,161.65122,494.8926460313755
Anekal,680.0,1.0,1.0,21.0,2,63.17404,332.415023639457
Bannerghatta Road,1154.0,2.0,2.0,47.0,2,107.210062,438.39168752649357
Munnekollal,1200.0,2.0,2.0,40.0,2,111.4836,358.7971683727472
Hennur,1155.0,2.0,2.0,54.5,2,107.302965,507.9076799042785
Sarjapur  Road,1525.0,2.0,3.0,63.0,3,141.677075,444.6732119504867
Giri Nagar,600.0,1.0,1.0,125.0,1,55.7418,2242.48230232967
Hebbal,2470.0,5.0,2.0,192.0,4,229.47041,836.7091861647871
Padmanabhanagar,1100.0,2.0,1.0,60.0,2,102.1933,587.1226391554045
Hormavu,1250.0,2.0,2.0,65.0,2,116.12875,559.7235826614857
Kothanur,1400.0,2.0,1.0,70.0,2,130.0642,538.1957525591208
other,1600.0,3.0,2.0,100.0,3,148.6448,672.744690698901
Electronic City,1060.0,2.0,1.0,55.0,2,98.47718,558.5050262405971
Horamavu Banaswadi,1272.0,2.0,2.0,50.0,2,118.172616,423.10986836408864
Kanakpura Road,1296.0,2.0,2.0,105.0,2,120.402288,872.0764509059828
other,2100.0,3.0,2.0,280.0,4,195.09629999999999,1435.188673490989
Karuna Nagar,1945.0,3.0,3.0,115.0,3,180.696335,636.4268539259526
Chandapura,1033.0,2.0,2.0,30.47,3,95.968799,317.4990238233574
other,1235.0,2.0,2.0,52.76,2,114.735205,459.8414235630642
other,2100.0,3.0,1.0,270.0,3,195.09629999999999,1383.931935152025
other,850.0,2.0,1.0,42.5,2,78.96755,538.1957525591208
Subramanyapura,1880.0,3.0,2.0,110.0,3,174.65764,629.8035402287584
1st Block Jayanagar,2450.0,4.0,2.0,368.0,4,227.61235,1616.7839750347466
Kenchenahalli,1060.0,2.0,2.0,52.0,2,98.47718,528.0411157183827
Hennur Road,2041.0,3.0,3.0,138.0,3,189.615023,727.7904346218389
Hulimavu,1050.0,2.0,2.0,125.0,2,97.54814999999999,1281.4184584740972
Vasanthapura,1037.0,2.0,1.0,36.28,2,96.340411,376.58132888804056
other,1150.0,2.0,1.0,39.0,2,106.83845,365.03711912705586
LB Shastri Nagar,1184.0,2.0,1.0,62.0,2,109.997152,563.6509570720522
Sarjapur  Road,1680.0,3.0,2.0,126.0,3,156.07704,807.2936288386811
Thanisandra,1411.0,3.0,2.0,100.0,3,131.086133,762.8571971071876
Hosa Road,900.0,5.0,0.0,55.0,5,83.6127,657.7948086833699
Kanakpura Road,900.0,2.0,2.0,41.0,2,83.6127,490.35613010942114
other,3500.0,4.0,3.0,320.0,4,325.1605,984.1293761081066
Thanisandra,1702.0,3.0,2.0,120.0,3,158.120906,758.9129295780788
Yelahanka,1185.0,2.0,2.0,45.0,2,110.09005499999999,408.7562677664209
Kanakpura Road,1300.0,3.0,1.0,64.0,3,120.7739,529.9158179043651
other,1545.0,3.0,2.0,65.0,3,143.535135,452.85079503356445
6th Phase JP Nagar,1515.0,2.0,2.0,135.0,3,140.748045,959.1607471350668
Jigani,1300.0,3.0,3.0,55.0,3,120.7739,455.3964060115638
JP Nagar,1107.0,2.0,1.0,57.0,2,102.843621,554.2395283806665
Old Madras Road,1720.0,3.0,2.0,106.0,3,159.79316,663.3575554798466
other,1540.0,3.0,2.0,150.0,3,143.07062,1048.4332842060796
Bannerghatta Road,1000.0,2.0,1.0,44.5,2,92.903,478.9942197776175
Electronic City,710.0,1.0,1.0,40.42,1,65.96113,612.7851357306947
Thanisandra,1100.0,2.0,1.0,38.0,2,102.1933,371.8443381317562
other,3200.0,4.0,0.0,270.0,4,297.2896,908.2053324435163
other,900.0,2.0,2.0,160.0,2,83.6127,1913.584897987985
Bannerghatta Road,1250.0,2.0,0.0,48.0,2,116.12875,413.3343379654048
Kaggadasapura,2400.0,4.0,3.0,130.0,5,222.9672,583.0453986057142
Hegde Nagar,1584.01,3.0,1.0,104.0,3,147.15928103,706.7172336809562
other,875.0,4.0,0.0,150.0,4,81.290125,1845.2425802026999
Kammasandra,1200.0,6.0,3.0,60.0,4,111.4836,538.1957525591208
Kaggadasapura,1485.0,2.0,2.0,70.0,3,137.960955,507.38993507257175
Hennur Road,1100.0,2.0,1.0,78.0,3,102.1933,763.2594309020259
8th Phase JP Nagar,1245.0,2.0,1.0,59.0,2,115.664235,510.09717913233936
Hennur Road,1880.0,4.0,0.0,154.0,4,174.65764,881.7249563202618
Frazer Town,2214.0,3.0,3.0,350.0,3,205.687242,1701.6125871336249
other,1050.0,2.0,2.0,45.0,2,97.54814999999999,461.310645050675
Vishveshwarya Layout,600.0,4.0,2.0,95.0,4,55.7418,1704.2865497705493
Bannerghatta Road,1640.0,3.0,2.0,105.0,3,152.36092,689.1530977891181
other,1165.0,2.0,1.0,65.0,2,108.231995,600.5617839715511
Kengeri Satellite Town,1110.0,2.0,1.0,43.0,2,103.12233,416.9804929737332
other,1200.0,5.0,2.0,200.0,7,111.4836,1793.9858418637361
other,4000.0,4.0,2.0,630.0,4,371.612,1695.3166205612304
Uttarahalli,4500.0,4.0,0.0,150.0,4,418.0635,358.79716837274725
other,600.0,4.0,3.0,65.0,4,55.7418,1166.0907972114285
Haralur Road,1300.0,2.0,2.0,75.0,2,120.7739,620.9950991066779
other,1200.0,1.0,0.0,42.0,2,111.4836,376.73702679138455
Hennur Road,1232.0,2.0,1.0,69.61,2,114.456496,608.1786742798766
Jalahalli,1704.0,3.0,2.0,94.36,3,158.306712,596.0581128107822
7th Phase JP Nagar,1275.0,2.0,2.0,88.0,3,118.451325,742.921195689453
Sarjapur  Road,1222.0,2.0,1.0,68.0,3,113.527466,598.9739963014765
Varthur,1155.0,2.0,2.0,39.0,2,107.302965,363.45687185810755
Electronic City,1000.0,2.0,1.0,29.95,2,92.903,322.37925578291333
Horamavu Banaswadi,1200.0,2.0,1.0,45.0,2,111.4836,403.6468144193406
Yelahanka,1517.0,3.0,2.0,71.28,3,140.933851,505.7691923851566
Horamavu Agara,1166.0,2.0,1.0,37.29,2,108.324898,344.24218890102253
Electronic City,870.0,2.0,2.0,24.0,2,80.82561,296.93558761882525
5th Phase JP Nagar,4000.0,5.0,2.0,170.0,5,371.612,457.46638967525263
Rajaji Nagar,1350.0,4.0,1.0,230.0,4,125.41905,1833.8521939051525
Whitefield,1345.0,3.0,1.0,58.0,3,124.95453499999999,464.1688274859332
Dommasandra,900.0,3.0,1.0,75.0,3,83.6127,896.992920931868
EPIP Zone,3800.0,5.0,2.0,170.0,4,353.0314,481.54356807921334
Chandapura,971.0,2.0,2.0,38.0,3,90.208813,421.2448732697547
Hennur,1255.0,2.0,1.0,52.32,2,116.593265,448.73947050029005
EPIP Zone,1810.0,2.0,2.0,65.0,2,168.15443,386.5494355397
other,1300.0,2.0,1.0,58.0,2,120.7739,480.2362099758309
Thanisandra,1185.0,2.0,2.0,45.0,2,110.09005499999999,408.7562677664209
Pattandur Agrahara,1350.0,2.0,3.0,68.0,2,125.41905,542.1823877632625
Budigere,1590.0,3.0,0.0,76.16,3,147.71577,515.5847611937439
other,3000.0,6.0,3.0,180.0,7,278.709,645.834903070945
Brookefield,1560.0,3.0,2.0,149.0,4,144.92867999999999,1028.0918862988335
other,1645.0,3.0,2.0,87.0,3,152.825435,569.2769662327479
Channasandra,1200.0,3.0,1.0,67.77,3,111.4836,607.892102515527
Kengeri Satellite Town,1170.0,2.0,3.0,50.0,2,108.69651,459.99636970865026
Sarjapur  Road,3420.0,4.0,2.0,225.0,4,317.72826,708.1523059988432
Hulimavu,1320.0,2.0,2.0,65.0,3,122.63195999999999,530.0412714597402
Bhoganhalli,1610.0,3.0,2.0,84.53,3,149.57383,565.1389684946893
Frazer Town,1870.0,3.0,3.0,180.0,3,173.72861,1036.0987749801257
Sarjapur  Road,1510.0,2.0,1.0,110.0,3,140.28353,784.126262006666
other,2700.0,7.0,3.0,110.0,6,250.8381,438.5298724555799
other,1305.0,2.0,1.0,45.68,3,121.238415,376.7782678452205
Mahadevpura,1500.0,2.0,1.0,70.0,3,139.3545,502.3160357218461
Indira Nagar,1149.0,2.0,1.0,130.0,2,106.745547,1217.8493965654604
Thanisandra,1948.0,4.0,2.0,129.0,4,180.975044,712.8054628349752
Margondanahalli,1448.0,3.0,1.0,70.0,3,134.523544,520.3550093803655
Sarjapur  Road,1242.0,2.0,1.0,78.0,2,115.385526,675.9946650501034
Sonnenahalli,1268.0,2.0,1.0,58.0,2,117.801004,492.3557357796373
Ramamurthy Nagar,1101.0,2.0,1.0,50.0,2,102.286203,488.8244800718627
other,1255.0,2.0,3.0,65.0,2,116.593265,557.4936082285714
Gunjur,1362.0,3.0,1.0,62.63,3,126.533886,494.96622588513566
Sarjapur  Road,984.0,3.0,2.0,140.0,3,91.416552,1531.4513284202626
Hosa Road,1089.0,2.0,1.0,32.67,2,101.171367,322.9174515354725
other,800.0,1.0,3.0,95.0,2,74.3224,1278.2149123279119
Uttarahalli,1345.0,2.0,1.0,57.0,3,124.95453499999999,456.16591666721024
Thanisandra,3600.0,9.0,3.0,125.0,8,334.4508,373.7470503882783
other,1650.0,2.0,1.0,140.0,4,153.28995,913.3018831306292
Kaggalipura,950.0,2.0,1.0,45.0,2,88.25785,509.86966031916705
HBR Layout,1068.0,2.0,1.0,43.0,2,99.220404,433.3786022479812
Yelahanka New Town,860.0,1.0,2.0,31.0,2,79.89658,388.0015890542499
Yelahanka,1756.0,3.0,2.0,66.73,3,163.137668,409.0410315292726
Whitefield,1205.0,2.0,1.0,41.0,2,111.948115,366.24109302778345
Banashankari,1800.0,3.0,2.0,125.0,3,167.2254,747.4941007765566
other,8321.0,5.0,2.0,2912.0,4,773.0458629999999,3766.9175134050233
Hormavu,1604.0,3.0,0.0,68.0,3,149.016412,456.3255757359129
Old Airport Road,2732.0,4.0,3.0,204.0,4,253.810996,803.7476831776036
Chandapura,1015.0,2.0,2.0,25.88,2,94.296545,274.4533216991142
Banashankari,1200.0,2.0,2.0,42.0,3,111.4836,376.73702679138455
Ananth Nagar,1010.0,2.0,2.0,38.0,2,93.83203,404.97898212369483
Nagarbhavi,1250.0,3.0,0.0,170.0,2,116.12875,1463.8924469608087
Doddakallasandra,1010.0,2.0,1.0,41.0,2,93.83203,436.95100702819707
Yelahanka,1050.0,2.0,2.0,33.1,2,97.54814999999999,339.3196078039409
Harlur,1710.0,3.0,2.0,85.0,3,158.86413,535.0484089769037
Mysore Road,1248.52,3.0,2.0,115.0,3,115.99125356,991.454066323309
Attibele,410.0,1.0,1.0,10.0,1,38.09023,262.5345134434736
Bannerghatta Road,1656.0,2.0,1.0,62.93,3,153.847368,409.04177184233663
other,1451.0,3.0,1.0,68.0,3,134.802253,504.4426074985557
Giri Nagar,1200.0,3.0,0.0,175.0,6,111.4836,1569.7376116307692
JP Nagar,1250.0,2.0,2.0,93.0,2,116.12875,800.8352798079718
other,4395.0,3.0,3.0,240.0,3,408.308685,587.7905829997223
Hebbal,4600.0,6.0,2.0,650.0,4,427.3538,1520.9879963627327
Sonnenahalli,1340.0,2.0,3.0,42.0,3,124.49002,337.37644190273244
other,1100.0,2.0,2.0,38.5,2,102.1933,376.7370267913846
Devarachikkanahalli,1700.0,3.0,1.0,71.0,3,157.9351,449.5517462552656
Yelahanka,1200.0,5.0,0.0,150.0,6,111.4836,1345.4893813978022
KR Puram,1096.0,2.0,1.0,43.0,2,101.821688,422.3068861321569
Electronic City Phase II,1160.0,2.0,1.0,33.5,2,107.76748,310.8544432884577
other,1936.0,3.0,2.0,139.0,3,179.860208,772.8224132822086
other,1269.0,2.0,2.0,63.0,3,117.893907,534.3787614062193
other,3500.0,3.0,1.0,630.0,3,325.1605,1937.5047092128348
Panathur,1586.0,3.0,1.0,125.0,3,147.344158,848.3539605282484
Rajaji Nagar,1376.0,2.0,1.0,124.0,2,127.834528,970.0039726356247
Kanakpura Road,1452.0,3.0,3.0,56.5,3,134.895156,418.8438019227318
Hosa Road,1538.0,3.0,1.0,107.0,3,142.884814,748.8549482942253
Hosur Road,1427.0,2.0,1.0,130.0,3,132.57258099999999,980.5949240740814
other,935.0,2.0,0.0,40.0,2,86.864305,460.4883444356114
other,1220.0,2.0,3.0,65.0,2,113.34166,573.487277317096
Harlur,1197.0,2.0,1.0,77.0,2,111.204891,692.4155880877578
Varthur,674.0,1.0,1.0,19.9,2,62.616622,317.8069874162167
Kengeri,410.0,1.0,1.0,15.0,1,38.09023,393.80177016521037
Thanisandra,1573.0,3.0,1.0,90.0,3,146.136419,615.8629082049698
Dodda Nekkundi,1135.0,2.0,2.0,58.0,2,105.444905,550.0502845538151
other,1400.0,2.0,1.0,40.43,3,130.0642,310.8464896566465
